Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1071802,Credit reporting,,Incorrect information on credit report,Public record,DC,30093,Web,10/15/2014,10/15/2014,Equifax,Closed with explanation,Yes,
1074971,Bank account or service,Checking account,Deposits and withdrawals,,CA,94591,Web,10/15/2014,10/16/2014,Bank of America,Closed with monetary relief,Yes,
1071873,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MI,49224,Referral,10/15/2014,10/22/2014,JPMorgan Chase,In progress,Yes,
1072743,Consumer loan,Vehicle loan,Taking out the loan or lease,,GA,30072,Web,10/15/2014,10/15/2014,Ford Motor Credit Company,Closed with explanation,Yes,
1072590,Mortgage,Reverse mortgage,"Application, originator, mortgage broker",,NC,28269,Postal mail,10/15/2014,10/22/2014,Nationstar Mortgage,Closed with explanation,Yes,
1071902,Credit reporting,,Incorrect information on credit report,Account status,IA,52722,Referral,10/15/2014,10/27/2014,TransUnion,Closed with explanation,Yes,
1072757,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,NJ,07461,Web,10/15/2014,10/22/2014,TransUnion,In progress,Yes,
1072740,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,IA,50036,Web,10/15/2014,10/22/2014,Resurgent Capital Services L.P.,Closed with explanation,Yes,
1071782,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,NY,10977,Referral,10/15/2014,10/21/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1071316,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WA,98405,Web,10/15/2014,10/20/2014,Navient,Closed with explanation,Yes,
1071034,Bank account or service,Other bank product/service,"Account opening, closing, or management",,GA,30344,Phone,10/15/2014,10/22/2014,JPMorgan Chase,Closed with explanation,Yes,
1072404,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NY,10562,Web,10/15/2014,10/22/2014,Citibank,Closed with explanation,Yes,
1071108,Bank account or service,Other bank product/service,"Account opening, closing, or management",,WY,82070,Web,10/15/2014,10/15/2014,USAA Savings,Closed with monetary relief,Yes,Yes
1071171,Debt collection,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,TX,77450,Web,10/15/2014,10/21/2014,Cottonwood Financial Ltd.,Closed with explanation,Yes,
1071079,Bank account or service,Checking account,"Account opening, closing, or management",,TX,78714,Phone,10/15/2014,10/16/2014,JPMorgan Chase,Closed with explanation,Yes,
1071315,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,AZ,85258,Web,10/15/2014,10/15/2014,TransUnion,Closed with explanation,Yes,
1072661,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32210,Web,10/15/2014,10/15/2014,BBVA Compass,In progress,Yes,
1071364,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,IL,60163,Web,10/15/2014,10/15/2014,North American Credit Services,Closed with explanation,Yes,
1074976,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,95376,Web,10/15/2014,10/22/2014,"RS Clark and Associates, Inc.",Closed with explanation,Yes,
1072017,Payday loan,,Can't contact lender,,TX,78748,Web,10/15/2014,10/15/2014,Cottonwood Financial Ltd.,Closed with explanation,Yes,
1072742,Credit card,,Delinquent account,,IA,50036,Web,10/15/2014,10/15/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
1071950,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,95128,Web,10/15/2014,10/15/2014,PNC Bank,In progress,Yes,
1071017,Mortgage,Other mortgage,Settlement process and costs,,MD,20657,Web,10/15/2014,10/15/2014,Lincoln Mortgage Company,Untimely response,No,
1071411,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,33060,Web,10/15/2014,10/21/2014,Ocwen,In progress,Yes,
1072147,Credit reporting,,Incorrect information on credit report,Account status,OK,73099,Referral,10/15/2014,11/03/2014,Experian,In progress,Yes,
1073144,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,MD,20878,Web,10/15/2014,10/16/2014,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,
1071394,Credit card,,Other,,CO,80015,Web,10/15/2014,10/21/2014,GE Capital Retail,Closed with explanation,Yes,
1071974,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,IL,60602,Web,10/15/2014,10/15/2014,Genworth Financial,Closed with explanation,Yes,
1074974,Bank account or service,Checking account,Problems caused by my funds being low,,CA,91750,Web,10/15/2014,10/16/2014,Wells Fargo,Closed with explanation,Yes,
1071862,Bank account or service,Checking account,"Making/receiving payments, sending money",,AZ,85008,Referral,10/15/2014,10/22/2014,Bank of America,Closed with explanation,Yes,
1071748,Consumer loan,Vehicle lease,Managing the loan or lease,,NJ,08052,Web,10/15/2014,10/15/2014,"VW Credit, Inc",In progress,Yes,
1072741,Credit card,,Delinquent account,,IA,50036,Web,10/15/2014,10/15/2014,Capital One,Closed with non-monetary relief,Yes,
1074977,Payday loan,,Received a loan I didn't apply for,,TX,78733,Web,10/15/2014,10/16/2014,Speedy Cash Holdings,Closed,Yes,
1072264,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,GA,30907,Postal mail,10/15/2014,10/22/2014,Residential Credit Solutions,Untimely response,No,
1071342,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,77406,Web,10/15/2014,10/20/2014,"Expert Global Solutions, Inc.",Closed with explanation,Yes,
1071870,Money transfers,International money transfer,Other transaction issues,,VT,05359,Web,10/15/2014,10/22/2014,Western Union,Closed with explanation,Yes,
1071607,Credit reporting,,Incorrect information on credit report,Information is not mine,CO,80113,Referral,10/15/2014,11/04/2014,Experian,In progress,Yes,
1071052,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33173,Web,10/15/2014,10/15/2014,Ocwen,Closed with explanation,Yes,
1072152,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,WY,82055,Web,10/15/2014,10/15/2014,Nationstar Mortgage,In progress,Yes,
1073266,Money transfers,Domestic (US) money transfer,Money was not available when promised,,AZ,85029,Web,10/15/2014,10/16/2014,PayPal,Closed with explanation,Yes,
1072397,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,FL,33706,Referral,10/15/2014,10/22/2014,Capital One,In progress,Yes,
1071667,Credit reporting,,Incorrect information on credit report,Account status,GA,30114,Web,10/15/2014,10/22/2014,TransUnion,In progress,Yes,
1071774,Credit card,,Other,,AZ,85383,Web,10/15/2014,10/17/2014,Amex,Closed with monetary relief,Yes,
1072085,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,91702,Web,10/15/2014,10/15/2014,Citibank,In progress,Yes,
1071151,Consumer loan,Installment loan,Taking out the loan or lease,,PA,17011,Referral,10/15/2014,10/22/2014,GE Capital Bank,Closed with explanation,Yes,
1071557,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CO,80211,Web,10/15/2014,10/15/2014,Bank of America,Closed with explanation,Yes,
1071051,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33157,Web,10/15/2014,10/15/2014,Wells Fargo,Closed with explanation,Yes,
1071522,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,FL,33610,Web,10/15/2014,10/15/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
1071478,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,NJ,08066,Web,10/15/2014,10/15/2014,"Fein, Such, Kahn & Shepard, P.C.",Closed with explanation,Yes,Yes
1072553,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Indicated committed crime not paying,VA,22827,Web,10/15/2014,10/23/2014,"Premium Asset Services, LLC",In progress,Yes,
1071317,Bank account or service,Other bank product/service,"Account opening, closing, or management",,PA,15314,Web,10/15/2014,10/15/2014,Bank of America,Closed with explanation,Yes,
1071808,Consumer loan,Vehicle lease,Managing the loan or lease,,SD,57064,Web,10/15/2014,10/29/2014,American Honda Finance Corporation,Closed with explanation,Yes,Yes
1071091,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,NC,28376,Web,10/15/2014,10/16/2014,Resurgent Capital Services L.P.,Closed with explanation,Yes,Yes
1073242,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,00558,Web,10/15/2014,10/22/2014,Ocwen,In progress,No,
1071081,Payday loan,,Can't contact lender,,OH,45656,Web,10/15/2014,10/15/2014,CNG Financial Corporation,Closed with explanation,Yes,
1071739,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,92374,Web,10/15/2014,10/15/2014,Sallie Mae,Closed with explanation,Yes,
1071538,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,WA,98003,Referral,10/15/2014,10/21/2014,Automated Accounts Management Services,Untimely response,No,
1072468,Credit card,,Delinquent account,,TX,78130,Web,10/15/2014,10/15/2014,USAA Savings,In progress,Yes,
1071338,Debt collection,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,OH,44805,Web,10/15/2014,10/15/2014,CNG Financial Corporation,Closed with explanation,Yes,
1071023,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,MO,63137,Web,10/15/2014,10/21/2014,Experian,Closed with explanation,Yes,
1072115,Bank account or service,Checking account,Problems caused by my funds being low,,CA,92505,Web,10/15/2014,10/15/2014,U.S. Bancorp,Closed with explanation,Yes,
1072711,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,33702,Web,10/15/2014,10/15/2014,Bank of America,In progress,Yes,
1073271,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,PA,15243,Web,10/15/2014,10/16/2014,Citibank,Closed with explanation,Yes,
1071354,Debt collection,,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,FL,33069,Web,10/15/2014,10/22/2014,"Walter, Lee & Associates",Closed with explanation,Yes,
1072470,Credit reporting,,Incorrect information on credit report,Account terms,TX,78130,Web,10/15/2014,10/15/2014,Equifax,Closed with explanation,Yes,
1072561,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,AR,72401,Web,10/15/2014,10/15/2014,Wells Fargo,Closed with explanation,Yes,
1071791,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,OH,45106,Web,10/15/2014,10/15/2014,Nationstar Mortgage,Closed with explanation,Yes,
1071319,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,OR,97007,Web,10/15/2014,10/15/2014,Wells Fargo,Closed with explanation,Yes,
1071067,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,OH,43968,Postal mail,10/15/2014,10/21/2014,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1072609,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,CA,92116,Web,10/15/2014,10/15/2014,Wells Fargo,Closed with explanation,Yes,
1071628,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,DC,20019,Web,10/15/2014,10/21/2014,"American Collections Enterprise, Inc.",Closed with explanation,Yes,
1071321,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,PA,19401,Web,10/15/2014,10/15/2014,Wells Fargo,Closed with explanation,Yes,
1072079,Bank account or service,Checking account,Problems caused by my funds being low,,CO,80013,Web,10/15/2014,10/22/2014,Wells Fargo,Closed with monetary relief,Yes,
1071227,Mortgage,Other mortgage,Other,,FL,32712,Referral,10/15/2014,10/22/2014,PHH Mortgage,In progress,Yes,
1074975,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,FL,32839,Web,10/15/2014,10/21/2014,First Federal Credit Control,Closed with explanation,Yes,
1072705,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,WA,98662,Web,10/15/2014,10/15/2014,"I.Q. Data International, Inc.",Closed with explanation,Yes,Yes
1074982,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,AR,72653,Web,10/15/2014,10/16/2014,Focus Holding Company,Closed with explanation,Yes,
1072559,Credit card,,Credit determination,,NC,27455,Referral,10/15/2014,10/22/2014,GE Capital Retail,Closed with explanation,Yes,
1071416,Consumer loan,Vehicle loan,Managing the loan or lease,,MI,48219,Phone,10/15/2014,10/20/2014,GM Financial,In progress,Yes,
1073250,Credit card,,Unsolicited issuance of credit card,,TX,78749,Web,10/15/2014,10/31/2014,Capital One,In progress,Yes,
1071451,Bank account or service,Checking account,"Account opening, closing, or management",,MN,55792,Phone,10/15/2014,10/21/2014,Wells Fargo,Closed with explanation,Yes,
1071784,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NJ,07974,Web,10/15/2014,10/15/2014,Wells Fargo,Closed with explanation,Yes,Yes
1072373,Student loan,Non-federal student loan,Can't repay my loan,,FL,33025,Web,10/15/2014,10/15/2014,JPMorgan Chase,Closed with explanation,Yes,
1071668,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,GA,30114,Web,10/15/2014,10/22/2014,Equifax,Closed with explanation,Yes,
1072707,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,CA,95747,Web,10/15/2014,10/15/2014,"Shellpoint Partners, LLC",Closed with explanation,Yes,
1072036,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,CA,91105,Web,10/15/2014,10/15/2014,Equifax,Closed with explanation,Yes,
1073270,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,CA,93221,Web,10/15/2014,10/16/2014,"Advance America, Cash Advance Centers, Inc.",Closed with explanation,Yes,
1072672,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,AR,72712,Referral,10/15/2014,10/23/2014,PHH Mortgage,Closed with explanation,Yes,
1071938,Bank account or service,Checking account,"Account opening, closing, or management",,DE,19801,Web,10/15/2014,10/15/2014,Santander Bank US,Closed with explanation,Yes,
1071455,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,IN,46203,Web,10/15/2014,10/20/2014,"Expert Global Solutions, Inc.",Closed with explanation,Yes,
1071709,Payday loan,,Charged fees or interest I didn't expect,,,20748,Web,10/15/2014,10/21/2014,Hewitt-Capital,Closed with explanation,Yes,
1071351,Credit card,,Customer service / Customer relations,,NY,14716,Postal mail,10/15/2014,10/20/2014,Capital One,In progress,Yes,
1071175,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92626,Web,10/15/2014,10/22/2014,Wells Fargo,Closed with explanation,Yes,
1071348,Consumer loan,Vehicle loan,Problems when you are unable to pay,,MA,02149,Web,10/15/2014,10/15/2014,Credit Acceptance Corporation,Closed with explanation,Yes,
1071062,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,34239,Web,10/15/2014,10/15/2014,Seterus,In progress,Yes,
1072148,Credit reporting,,Incorrect information on credit report,Account status,OK,73099,Referral,10/15/2014,11/03/2014,Equifax,Closed with explanation,Yes,
1072505,Bank account or service,Checking account,"Account opening, closing, or management",,NY,10591,Phone,10/15/2014,10/22/2014,HSBC,Closed with explanation,Yes,
1072508,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,MD,21144,Web,10/15/2014,10/22/2014,"ECMC Group, Inc.",Closed with explanation,Yes,
1071060,Debt collection,Non-federal student loan,Communication tactics,Used obscene/profane/abusive language,FL,33028,Web,10/15/2014,10/15/2014,"The Regional Adjustment Bureau, Incorporated",Closed with explanation,Yes,Yes
1071035,Credit reporting,,Incorrect information on credit report,Account status,LA,70058,Referral,10/15/2014,10/22/2014,Equifax,Closed with explanation,Yes,
1071886,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,GA,31545,Referral,10/15/2014,10/21/2014,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,
1073262,Credit reporting,,Incorrect information on credit report,Account status,IL,60827,Web,10/15/2014,10/23/2014,TransUnion,Closed with explanation,Yes,
1072491,Bank account or service,Checking account,"Account opening, closing, or management",,CA,94533,Web,10/15/2014,10/22/2014,Bank of the West,Closed with explanation,Yes,Yes
1072256,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NJ,08344,Web,10/15/2014,10/22/2014,Ocwen,Closed with explanation,Yes,
1073241,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,21044,Web,10/15/2014,10/16/2014,U.S. Bancorp,Closed with explanation,Yes,Yes
1071064,Credit card,,APR or interest rate,,OH,45212,Postal mail,10/15/2014,10/21/2014,JPMorgan Chase,Closed with monetary relief,Yes,Yes
1071177,Payday loan,,Can't contact lender,,MS,39209,Web,10/15/2014,10/22/2014,Solidus Group LLC.,Closed with explanation,Yes,
1071871,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,LA,70122,Web,10/15/2014,10/22/2014,"NRA Group, LLC",Closed with explanation,Yes,
1071053,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NC,27253,Web,10/15/2014,10/16/2014,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1072651,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,HI,96797,Referral,10/15/2014,10/22/2014,"RCO Hawaii, LLLC",Closed with explanation,Yes,
1071322,Student loan,Non-federal student loan,Can't repay my loan,,WA,98108,Web,10/15/2014,10/15/2014,Citibank,Closed with explanation,Yes,
1071925,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CT,,Web,10/15/2014,10/15/2014,Flagstar Bank,Closed with explanation,Yes,
1071638,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,GA,30126,Web,10/15/2014,10/15/2014,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,Yes
1071336,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MD,20678,Web,10/15/2014,10/16/2014,Encore Capital Group,Closed with explanation,Yes,
1072344,Debt collection,,Communication tactics,Threatened to take legal action,LA,70068,Web,10/15/2014,10/15/2014,Alliant Capital Management LLC,Closed with explanation,Yes,
1071997,Payday loan,,Charged bank acct wrong day or amt,,TN,38008,Web,10/15/2014,10/15/2014,Speedy Cash Holdings,Closed with explanation,Yes,
1071076,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,TX,78237,Web,10/15/2014,10/15/2014,Bank of America,In progress,Yes,
1071944,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,KY,40217,Web,10/15/2014,10/15/2014,"GLA Collection Company, Inc.",Closed with explanation,Yes,Yes
1071109,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,FL,33155,Postal mail,10/15/2014,10/21/2014,Bank of America,In progress,Yes,
1071325,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,95630,Web,10/15/2014,10/15/2014,Genesis Lending,Closed with explanation,Yes,
1072179,Consumer loan,Installment loan,Taking out the loan or lease,,MD,20770,Web,10/15/2014,10/22/2014,GE Capital Retail,Closed with explanation,Yes,
1072450,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,14603,Web,10/15/2014,10/22/2014,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,
1071817,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,07016,Postal mail,10/15/2014,10/21/2014,Bank of America,Closed with non-monetary relief,Yes,
1072509,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,MD,21144,Web,10/15/2014,10/15/2014,Bank of America,Closed with explanation,Yes,
1071341,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,VA,22207,Web,10/15/2014,10/15/2014,"I.C. System, Inc.",Closed with explanation,Yes,
1071859,Credit reporting,,Incorrect information on credit report,Information is not mine,MN,55449,Referral,10/15/2014,11/12/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1071904,Credit reporting,,Incorrect information on credit report,Information is not mine,NE,68005,Referral,10/15/2014,11/05/2014,Equifax,Closed with explanation,Yes,
1071410,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,VA,20147,Web,10/15/2014,10/21/2014,First Data Corporation,Closed with explanation,Yes,
1072640,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OR,97302,Web,10/15/2014,10/15/2014,Encore Capital Group,Closed with non-monetary relief,Yes,
1071057,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,GA,30096,Web,10/15/2014,10/15/2014,Nationstar Mortgage,Closed with explanation,Yes,Yes
1072700,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,OR,97213,Web,10/15/2014,10/15/2014,Columbia Collectors Inc,Untimely response,No,
1071888,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,92027,Web,10/15/2014,10/22/2014,Wells Fargo,Closed with explanation,Yes,
1072089,Credit reporting,,Incorrect information on credit report,Personal information,TX,75702,Web,10/15/2014,10/15/2014,Experian,Closed with explanation,Yes,
1072366,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CO,81147,Web,10/15/2014,10/15/2014,HSBC,Closed with explanation,Yes,Yes
1071176,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,92626,Web,10/15/2014,10/15/2014,Bank of America,Closed with non-monetary relief,Yes,
1071534,Bank account or service,Checking account,"Account opening, closing, or management",,ME,04915,Web,10/15/2014,10/15/2014,BOK Financial Corp,Closed with explanation,Yes,
1073244,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,OK,74467,Web,10/15/2014,10/16/2014,"Convergent Resources, Inc.",Closed with explanation,Yes,
1072595,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,FL,33611,Web,10/15/2014,10/15/2014,"Linebarger Goggan Blair & Sampson, LLP",Closed with explanation,Yes,
1072131,Bank account or service,Checking account,Deposits and withdrawals,,KS,67212,Web,10/15/2014,10/15/2014,Bank of the West,Closed with monetary relief,Yes,
1071218,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,PA,19111,Web,10/15/2014,10/16/2014,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,
1071917,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,AR,72602,Web,10/15/2014,10/15/2014,"Dynia & Associates, LLC",Closed with explanation,Yes,
1072183,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,WA,98027,Web,10/15/2014,10/15/2014,Wells Fargo,Closed with non-monetary relief,Yes,
1073245,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,IL,60402,Web,10/15/2014,10/16/2014,Ocwen,Closed with explanation,Yes,
1072426,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,CA,94109,Web,10/15/2014,10/15/2014,Amex,Closed with explanation,Yes,
1074380,Credit reporting,,Incorrect information on credit report,Account status,GA,30052,Web,10/15/2014,10/16/2014,Experian,Closed with explanation,Yes,Yes
1071332,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MO,63080,Web,10/15/2014,10/15/2014,Bank of America,Closed with explanation,Yes,
1071633,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,AZ,78525,Referral,10/15/2014,10/21/2014,"AmerAssist A/R Solutions, Inc.",Untimely response,No,
1071614,Consumer loan,Vehicle loan,Taking out the loan or lease,,MI,48103,Web,10/15/2014,10/21/2014,Consumer Portfolio Services,Closed with explanation,Yes,
1072209,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,IL,60616,Web,10/15/2014,10/22/2014,"Arnold Scott Harris, P.C.",Closed with explanation,Yes,
1072624,Student loan,Non-federal student loan,Can't repay my loan,,VA,22079,Web,10/15/2014,10/15/2014,KeyBank NA,Closed with explanation,Yes,
1071331,Credit card,,Billing statement,,TN,37918,Web,10/15/2014,10/15/2014,Bank of America,Closed with explanation,Yes,
1072277,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NY,10706,Phone,10/15/2014,10/22/2014,Citibank,Closed with explanation,Yes,
1071148,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,OR,97219,Web,10/15/2014,10/21/2014,Experian,In progress,Yes,
1071131,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MN,55946,Referral,10/15/2014,10/21/2014,Citibank,Closed with explanation,Yes,Yes
1073254,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,CO,80443,Web,10/15/2014,10/16/2014,GC Services Limited Partnership,Closed with non-monetary relief,Yes,
1072589,Mortgage,Reverse mortgage,"Application, originator, mortgage broker",,NC,28269,Postal mail,10/15/2014,10/22/2014,Bank of America,In progress,Yes,
1072680,Credit reporting,,Incorrect information on credit report,Information is not mine,WA,98632,Web,10/15/2014,10/20/2014,Equifax,Closed with explanation,Yes,Yes
1072058,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,RI,02878,Web,10/15/2014,10/15/2014,Resurgent Capital Services L.P.,In progress,Yes,
1071391,Credit card,,Rewards,,VA,23220,Web,10/15/2014,10/15/2014,JPMorgan Chase,Closed with non-monetary relief,Yes,
1071139,Debt collection,,Improper contact or sharing of info,Contacted employer after asked not to,TX,75086,Web,10/15/2014,10/28/2014,"ECMC Group, Inc.",Closed with explanation,Yes,
1073251,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,CA,90022,Web,10/15/2014,10/16/2014,"CL Holdings, LLC",Closed with monetary relief,Yes,
1071165,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,AZ,85051,Web,10/15/2014,10/22/2014,Nationstar Mortgage,Closed with explanation,Yes,
1071094,Bank account or service,Checking account,"Making/receiving payments, sending money",,RI,02895,Postal mail,10/15/2014,10/21/2014,RBS Citizens,In progress,Yes,
1072668,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,AZ,85375,Referral,10/15/2014,10/22/2014,U.S. Bancorp,Closed with explanation,Yes,Yes
1072658,Student loan,Non-federal student loan,Can't repay my loan,,NC,27265,Web,10/15/2014,10/15/2014,Navient,Closed with explanation,Yes,
1071203,Consumer loan,Vehicle loan,Managing the loan or lease,,MD,20774,Web,10/15/2014,10/15/2014,Santander Consumer USA,Closed with explanation,Yes,
1073238,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,92627,Web,10/15/2014,10/16/2014,Ocwen,In progress,Yes,
1071066,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,MT,59105,Web,10/15/2014,10/15/2014,Capital One,Closed with explanation,Yes,Yes
1074972,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,12047,Web,10/15/2014,10/22/2014,Higher Education Student Assistance Authority (HESAA),Closed with non-monetary relief,Yes,
1072382,Credit reporting,,Incorrect information on credit report,Account status,FL,32034,Referral,10/15/2014,11/05/2014,TransUnion,Closed with non-monetary relief,Yes,
1071977,Bank account or service,Checking account,Deposits and withdrawals,,CA,92376,Phone,10/15/2014,10/17/2014,Wells Fargo,Closed with explanation,Yes,
1072566,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,MD,20874,Phone,10/15/2014,10/22/2014,GE Capital Retail,Closed with explanation,Yes,
1072682,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60115,Web,10/15/2014,10/15/2014,Navient,Closed with explanation,Yes,
1072010,Bank account or service,Checking account,Deposits and withdrawals,,FL,33430,Phone,10/15/2014,10/22/2014,Wells Fargo,Closed with explanation,Yes,
